numeroChip,fecha_nacimiento,fecha_implantacion,sexo,raza,aptitud,provincia,municipio
985100008479397,01/07/2001,15/11/2001,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BURGOS,MEDINA DE POMAR
124859633A,01/09/1999,31/01/2000,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,CASTRO-URDIALES
125812390A,01/08/1998,22/01/2000,H,MONTAÑA DE LOS PIRINEOS - PERRO MONTAÑA DE LOS PIRINEOS,LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
125216460A,09/04/1999,07/10/1999,H,VILLANO DE LAS ENCARTACIONES,LUJO Y COMPAÑIA,BARCELONA,BEGUES
125144737A,14/11/1998,06/04/1999,H,SAMOYEDO - SAMOIEDSKAÏA SABAKA,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,LIENDO
401C637500,09/07/1998,25/11/1998,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MEDINA DE POMAR
127444351A,01/03/1999,15/04/2000,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,CASTRO-URDIALES
122517453A,24/07/1998,08/02/1999,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,MADRID,VILLALBILLA
127646763A,11/06/2001,07/09/2001,H,GALGO ESPAÑOL,LUJO Y COMPAÑIA,ALBACETE,CARCELÉN
131162440A,10/03/1999,26/09/2001,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,TOLEDO,TALAVERA DE LA REINA
131334147A,01/09/2001,02/04/2002,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,NAVARRA,ALTSASU/ALSASUA
127654337A,25/07/2001,10/09/2001,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,BURGOS
985120009076872,25/10/2001,15/02/2002,H,ROTTWEILER,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
130937270A,01/04/1994,08/09/2001,M,POINTER,LUJO Y COMPAÑIA,LA RIOJA,HARO
724098101130642,01/07/2000,29/11/2000,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,SAN VICENTE DE LA SONSIERRA
724098100289152,01/03/1999,28/12/2000,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,ÁBALOS
724098100287384,28/12/2000,28/12/2000,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,SAN VICENTE DE LA SONSIERRA
724098101123458,22/06/2000,21/11/2000,M,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,CAZA,LA RIOJA,ÁBALOS
130912180A,11/06/2001,10/10/2001,H,GALGO ESPAÑOL,LUJO Y COMPAÑIA,TARRAGONA,TARRAGONA
131272511A,03/01/2000,31/10/2000,H,PODENCO CANARIO,CAZA,NAVARRA,NAZAR
131622650A,07/05/2001,10/10/2001,M,CANICHE - POODLE,LUJO Y COMPAÑIA,BURGOS,CASTRILLO MATAJUDÍOS
985100006035187,29/05/2001,09/02/2002,M,SETTER INGLES - ENGLISH SETTER,CAZA,SALAMANCA,VILLASRUBIAS
985100010026379,22/12/2001,22/12/2001,M,COCKER SPANIEL AMERICANO - AMERICAN COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
985100009848691,29/08/2001,27/11/2001,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,NAVARRA,BAZTAN
122135613A,02/06/1997,09/04/1999,M,DOGUE DE BORDEAUX - DOGO DE BURDEOS,LUJO Y COMPAÑIA,CANTABRIA,LAREDO
117931113A,10/05/1998,08/06/1998,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,OLITE
40586A283E,12/09/1997,19/01/1998,H,BOBTAIL - OLD ENGLISH SHEEPDOG - ANTIGUO PERRO DE PASTOR INGLES,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
116376386A,01/01/1995,06/06/1998,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
125758553A,21/03/1998,17/05/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,TERUEL,TERUEL
117631247A,01/03/1998,09/12/1998,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,ARRAYA DE OCA
116622473A,24/09/1992,01/12/1998,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,CORUÑA (A),NARÓN
122131347A,28/09/1995,18/02/1999,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,GURIEZO
125661127A,01/06/1999,29/09/1999,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,MALAGA,MÁLAGA
124555450A,29/07/1998,25/03/1999,M,ROTTWEILER,LUJO Y COMPAÑIA,CANTABRIA,AMPUERO
131321591A,31/12/1999,02/04/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
131346652A,31/12/1999,02/04/2000,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
131334610A,17/09/1995,03/04/2000,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,VALLE DE MENA
131163231A,17/09/1995,03/04/2000,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,VALLE DE MENA
131239230A,17/09/1995,03/04/2000,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,VALLE DE MENA
131348397A,31/12/1999,02/04/2000,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
131274586A,31/12/1999,02/04/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
977200001167955,01/11/1991,05/06/2000,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BURGOS,BURGOS
125152355A,11/04/1999,17/06/1999,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CORUÑA (A),ORDES
985100008394897,09/07/2000,28/08/2000,M,CHOW CHOW  (OSITO DE PELUCHE),LUJO Y COMPAÑIA,PONTEVEDRA,SANXENXO
127262646A,15/05/1998,28/09/1999,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,SANTANDER
127161391A,01/09/1999,29/11/1999,M,COCKER SPANIEL AMERICANO - AMERICAN COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
127359496A,23/09/1999,10/12/1999,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
122471633A,03/08/1998,07/02/1999,M,STAFFORDSHIRE BULL TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
125146391A,14/09/1998,07/04/1999,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,ALICANTE ,ALICANTE/ALACANT
124732310A,05/06/1996,05/07/1999,H,PASTOR DE BRIE - BERGER DE BRIE,LUJO Y COMPAÑIA,ZARAGOZA,ZARAGOZA
125656690A,27/04/1998,09/10/1999,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,LUJO Y COMPAÑIA,BURGOS,ARANDA DE DUERO
125257253A,27/12/1998,27/05/1999,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
124511644A,09/12/1996,09/06/1999,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
124853453A,03/07/1999,08/11/1999,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
125325765A,24/06/1998,09/12/1999,H,MASTIN ESPAÑOL,LUJO Y COMPAÑIA,LA RIOJA,EZCARAY
124853213A,19/06/1999,20/10/1999,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
125655611A,01/08/1999,03/12/1999,H,BICHON MALTES - MALTESE,LUJO Y COMPAÑIA,CANTABRIA,LUENA
724098100286419,20/04/2000,17/11/2001,M,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,CASTRO-URDIALES
724098100285532,02/01/2001,07/06/2001,H,DALMATA - DALMATINAC - DALMATIAN,LUJO Y COMPAÑIA,CANTABRIA,AMPUERO
985100009601852,13/10/2000,14/02/2001,M,SAMOYEDO - SAMOIEDSKAÏA SABAKA,LUJO Y COMPAÑIA,SALAMANCA,SANTA MARTA DE TORMES
985100009568948,01/01/2000,09/03/2001,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
131352327A,24/05/1998,18/03/2000,H,POINTER,CAZA,BARCELONA,BARCELONA
134247297A,01/01/1999,17/03/2000,H,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,ASTURIAS,LENA
131263120A,15/04/2000,06/05/2000,H,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,VALENCIA,BARX
131349673A,10/03/1999,11/05/2000,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,AVILA,ÁVILA
724098100221089,28/11/1999,26/05/2000,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,ASTURIAS,MIERES
125812217A,21/09/1999,18/12/1999,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100008259279,01/10/1999,01/08/2000,M,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,BARCELONA,BARCELONA
111547734A,25/02/1998,25/02/1998,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CORUÑA (A),NARÓN
724098101168572,13/08/2001,29/10/2001,M,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098101152108,29/06/2001,29/06/2001,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,BURGOS
724098101161493,14/04/2001,14/09/2001,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100008474954,17/04/2001,20/11/2001,H,ROTTWEILER,LUJO Y COMPAÑIA,CACERES,VILLASBUENAS DE GATA
985100009567322,18/02/2001,28/06/2001,M,LHASA APSO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
4050546929,29/09/1998,29/09/1998,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,BRIVIESCA
985101020067598,28/06/1999,27/02/2002,M,POINTER,CAZA,PALENCIA,MONZÓN DE CAMPOS
985101020057343,01/07/1999,27/02/2002,M,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,LA RIOJA,CUZCURRITA DE RÍO TIRÓN
724098101154833,02/03/2001,07/09/2001,M,SAMOYEDO - SAMOIEDSKAÏA SABAKA,LUJO Y COMPAÑIA,CANTABRIA,CAMARGO
985100009828891,22/10/2001,07/12/2001,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,GUADALAJARA,ALOVERA
985100009723605,21/07/2001,13/11/2001,H,SHIH TZU,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
131231762A,01/02/2001,16/10/2001,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
131626743A,28/12/1999,08/10/2001,M,ROTTWEILER,LUJO Y COMPAÑIA,LA RIOJA,HARO
131329452A,01/06/1998,11/10/2001,H,PODENCO CANARIO,CAZA,LA RIOJA,RODEZNO
127609752A,01/02/2000,20/10/2001,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,BELORADO
127621652A,15/06/2001,23/10/2001,M,BULLDOG INGLES,LUJO Y COMPAÑIA,ALBACETE,PEÑASCOSA
131411591A,17/10/2001,17/10/2001,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BURGOS,CASTRILLO MATAJUDÍOS
131349256A,10/07/2001,21/11/2001,H,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
131322335A,03/05/2001,30/05/2001,M,EPAGNEUL BRETON - SPANIEL BRETON,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
724098100286313,12/06/1999,01/01/2001,M,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,LA RIOJA,FUENMAYOR
13127625A,01/04/2000,07/10/2000,M,MALAMUTE DE ALASKA - ALASKAN MALAMUTE,LUJO Y COMPAÑIA,BURGOS,CONDADO DE TREVIÑO
127558390A,03/01/2001,03/01/2001,M,MASTIN ESPAÑOL,LUJO Y COMPAÑIA,LA RIOJA,VILLALBA DE RIOJA
131645352A,01/11/2001,21/03/2002,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,GUARDA DEFENSA Y UTILIDAD,BURGOS,MIRANDA DE EBRO
985101020050895,10/05/1998,26/04/2002,M,SETTER IRLANDES ROJO - IRISH RED SETTER,LUJO Y COMPAÑIA,NAVARRA,BERA/VERA DE BIDASOA
985101020027353,14/03/2002,14/03/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,SEGOVIA,MORAL DE HORNUEZ
985120008800846,21/05/2002,21/05/2002,M,DOGO ARGENTINO,LUJO Y COMPAÑIA,ALICANTE ,BENIDORM
985120008944305,31/12/2001,03/04/2002,H,CANICHE - POODLE,GUARDA DEFENSA Y UTILIDAD,ALMERIA,ALMERÍA
985120008833093,11/05/2002,11/05/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,HUESCA,JACA
985100008035926,01/02/2000,06/06/2002,M,PASTOR DE LOS PIRINEOS DE PELO LARGO - BERGER DES PYRÉNÉES À POIL LONG,LUJO Y COMPAÑIA,VALENCIA,VALENCIA
131634226A,23/04/2002,23/04/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
127613396A,02/02/1997,06/05/2002,H,STAFFORDSHIRE BULL TERRIER,CAZA,GIRONA,VALLFOGONA DE RIPOLLÈS
127555640A,02/02/1997,06/05/2002,H,STAFFORDSHIRE BULL TERRIER,CAZA,JAEN,TORRE DEL CAMPO
131253273A,03/05/2002,03/05/2002,H,SABUESO ESPAÑOL,LUJO Y COMPAÑIA,LA RIOJA,VILLALBA DE RIOJA
131409393A,03/05/2000,03/05/2002,H,SABUESO ESPAÑOL,CAZA,LA RIOJA,VILLALBA DE RIOJA
131323243A,01/11/2001,20/05/2002,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
985100010078882,01/11/1997,01/11/2001,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,CANTABRIA,RASINES
985101020070226,26/03/2002,26/03/2002,H,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,ZAMORA,VILLAVEZA DEL AGUA
724098101151715,05/09/2001,23/11/2001,M,SHIH TZU,LUJO Y COMPAÑIA,NAVARRA,PAMPLONA/IRUÑA
724098101171227,25/05/1995,13/08/2001,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,SORIA,ABEJAR
985100009708856,01/08/1999,08/06/2001,M,CHOW CHOW  (OSITO DE PELUCHE),LUJO Y COMPAÑIA,ASTURIAS,GIJÓN
724098100289512,01/02/2000,31/08/2001,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,BÁRCENA DE CICERO
985100008477051,28/05/2001,27/09/2001,M,SETTER INGLES - ENGLISH SETTER,CAZA,LA RIOJA,CALAHORRA
724098101177230,01/09/2001,15/11/2001,M,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,ZAMORA,TORO
724098101186988,27/05/2001,19/02/2002,M,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,LAREDO
985100009835054,26/08/2001,31/10/2001,H,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,BALEARS (ILLES),PALMA DE MALLORCA
985100006050143,26/08/2001,31/10/2001,H,BOUVIER DES FLANDRES - VLAAMSE OEHOND - BOYERO DE FLANDES - FLANDES CATTLEDOG,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,LOGROÑO
985100010086368,08/06/2001,02/10/2001,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CANTABRIA,CARTES
985100008349534,30/06/2001,28/11/2001,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
985100010025412,01/09/2001,28/09/2001,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,NAVARRA,TIEBAS-MURUARTE DE RETA
985100009792455,09/09/2001,12/12/2001,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,VALLADOLID,VALLADOLID
724098100279283,18/11/2000,01/03/2001,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,BURGOS,MERINDAD DE SOTOSCUEVA
724098101170392,28/11/2001,26/02/2002,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100009768548,09/09/2001,12/12/2001,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,SALAMANCA,SALAMANCA
985101020073563,27/12/2001,04/03/2002,M,BICHON MALTES - MALTESE,LUJO Y COMPAÑIA,CANTABRIA,LAREDO
985100009803406,06/07/2001,14/12/2001,H,SETTER INGLES - ENGLISH SETTER,CAZA,LEON,VILLAOBISPO DE OTERO
985100010055425,16/04/2002,16/04/2002,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,LEON,PALACIOS DE LA VALDUERNA
985101020051383,08/04/1997,08/04/2002,H,BOBTAIL - OLD ENGLISH SHEEPDOG - ANTIGUO PERRO DE PASTOR INGLES,LUJO Y COMPAÑIA,ASTURIAS,REGUERAS (LAS)
724098101191646,09/12/2001,07/03/2002,H,AKITA INU,LUJO Y COMPAÑIA,ALMERIA,NÍJAR
724098101186957,09/12/2001,07/03/2002,H,AKITA INU,LUJO Y COMPAÑIA,ALMERIA,NÍJAR
724098101184476,09/03/2002,09/03/2002,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,LA RIOJA,LOGROÑO
985101020070625,04/08/2001,16/04/2002,M,ROTTWEILER,LUJO Y COMPAÑIA,CANTABRIA,VILLACARRIEDO
724098101179615,01/07/2001,25/01/2002,H,BOUVIER BERNOIS - BOYERO DE BERNA,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985101020073154,16/12/2001,05/04/2002,H,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,LA RIOJA,CALAHORRA
724098101194394,21/03/2001,26/01/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098101189001,31/07/2001,03/04/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
724098101199139,06/04/2002,06/04/2002,H,POINTER,LUJO Y COMPAÑIA,MADRID,MADRID
724098101155429,09/11/2001,05/02/2002,M,SHAR PEI - MINI PEI,LUJO Y COMPAÑIA,SALAMANCA,SALAMANCA
985100009754335,01/02/2001,11/02/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
121654337A,02/01/1998,20/04/1998,H,SCOTTISH TERRIER - TERRIER ESCOCES,LUJO Y COMPAÑIA,CANTABRIA,SANTOÑA
985100008388589,18/09/2001,22/11/2001,H,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,BURGOS,MEDINA DE POMAR
985100008361810,18/09/2001,22/11/2001,M,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,BURGOS,VILLASANDINO
985100008360676,15/08/2001,17/01/2002,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,VALLE DE MENA
985100009780516,15/08/2001,17/01/2002,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,BURGOS,VALLE DE MENA
985100009755372,01/04/2000,27/05/2002,H,POINTER,CAZA,BURGOS,VALLE DE MENA
985100009762855,15/02/2001,17/01/2002,M,KERRY BLUE TERRIER - TERRIER KERRY BLUE,LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
985100009750622,01/06/1998,09/02/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,BURGOS,VALLE DE MENA
985100009830899,01/08/2001,17/04/2002,M,LABRADOR RETRIEVER - COBRADOR DEL LABRADOR - RETRIEVER DE LABRADOR,LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
121812370A,01/05/1998,01/01/2002,M,CANICHE - POODLE,LUJO Y COMPAÑIA,MADRID,MADRID
724098101169521,11/12/2001,07/05/2002,M,SHIH TZU,LUJO Y COMPAÑIA,PONTEVEDRA,VIGO
985100005618048,07/06/2001,02/10/2001,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,CANTABRIA,CARTES
985101020057893,28/05/2002,28/05/2002,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985120006963614,25/07/2001,01/06/2002,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098101203233,13/06/2001,12/06/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BALEARS (ILLES),EIVISSA
724098100298840,07/12/2001,20/04/2002,H,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
724098101190828,20/07/2001,13/03/2002,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,AMPUERO
724098101192896,26/10/2001,26/01/2002,H,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,BURGOS,MIRANDA DE EBRO
724098101169741,04/10/2000,03/12/2001,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985101020075591,20/10/2001,17/06/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,REINOSA
724098101171344,05/07/2001,10/12/2001,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,PALENCIA,BECERRIL DE CAMPOS
985101020075068,17/05/2002,17/05/2002,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,MALAGA,RINCÓN DE LA VICTORIA
985101020059115,15/12/2001,15/03/2002,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,BARCELONA,PREMIÀ DE MAR
985101020075052,15/05/2001,30/05/2002,M,MALAMUTE DE ALASKA - ALASKAN MALAMUTE,LUJO Y COMPAÑIA,BURGOS,MEDINA DE POMAR
724098100302783,01/05/2001,20/06/2002,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,SANTANDER
130914463A,15/01/2001,25/06/2001,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MEDINA DE POMAR
985120005791788,12/06/2002,12/06/2002,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,ETXAURI
985120008834802,19/04/2002,19/04/2002,H,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,LA RIOJA,LOGROÑO
985120008798565,12/04/2002,12/04/2002,H,COCKER SPANIEL AMERICANO - AMERICAN COCKER SPANIEL,GUARDA DEFENSA Y UTILIDAD,ZARAGOZA,ZARAGOZA
985120008827419,26/04/2002,26/04/2002,H,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,MADRID,COSLADA
977200001245495,01/02/1999,15/04/2002,M,SAMOYEDO - SAMOIEDSKAÏA SABAKA,LUJO Y COMPAÑIA,BURGOS,CASTRILLO MATAJUDÍOS
131315120A,01/01/2001,07/06/2002,H,SAMOYEDO - SAMOIEDSKAÏA SABAKA,LUJO Y COMPAÑIA,LA RIOJA,HORMILLEJA
131553090A,01/02/1999,17/12/2001,M,BEAGLE,CAZA,LA RIOJA,CENICERO
724098100307028,27/06/2002,27/06/2002,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
985120006768407,02/06/2002,02/06/2002,M,SETTER GORDON ESCOCES - GORDON SETTER,CAZA,PONTEVEDRA,GONDOMAR
977200001158246,05/01/2000,18/07/2000,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
